Boku, Narikazu	15
Bhutani, Manoop S	15
Benson, Al B	15
Bell, R H	15
Arizumi, Toshihiko	15
van den Brandt, Piet A	14
Zhang, Min	14
Zhang, Jing	14
Zhang, Dong	14
Zerbi, Alessandro	14
Yuan, Yaozong	14
Yuan, M	14
Yokosuka, Osamu	14
Yip-Schneider, Michele T	14
Yee, Nelson S	14
Yamaguchi, N	14
Yagioka, Hiroshi	14
Yachida, Shinichi	14
Wu, Zheng	14
Williamson, R C	14
Wilkowski, Ralf	14
Whang, Edward E	14
Wang, Lei	14
Wagner, Martin	14
Vaitkevicius, V K	14
Umeshita, Koji	14
Uehara, H	14
Tomlinson, James S	14
Toda, Nobuo	14
Tezuka, Yasuhiro	14
Tanaka, Sachiko	14
Tanaka, Kuniya	14
Talamini, Renato	14
Takada, Tadahiro	14
Syngal, Sapna	14
Sutton, R	14
Sung, Bokyung	14
Su, Gloria H	14
Strimpakos, Alexios S	14
Shimada, Mitsuo	14
Scarlett, Christopher J	14
Sakaida, Isao	14
Saisho, H	14
Roberts, P J	14
Rhee, Jong Chul	14
Pisters, P W	14
Petersen, Gloria	14
Ohira, Masaichi	14
Ogawa, Michio	14
Ochiai, Atsushi	14
Neuhaus, Peter	14
Neesse, Albrecht	14
Nakata, Bunzo	14
Nakagawara, Hisatoshi	14
Nakagawa, Hidewaki	14
Miyazawa, Motoki	14
Miyamoto, Y	14
Michl, P	14
Merchant, Nipun B	14
Matsumoto, Kunio	14
Marubashi, Shigeru	14
Linehan, David C	14
Li, Yanan	14
Lennon, Anne Marie	14
Kooperberg, Charles	14
Kono, A	14
Kondo, Y	14
Kindler, Hedy L	14
Kimura, Yasutoshi	14
Katoh, Yuriko	14
Juhl, H	14
Jeekel, J	14
Ito, Yukiko	14
Ikenaga, Naoki	14
Hingorani, Sunil R	14
Hawkins, William G	14
Guo, Xiao-Zhong	14
Gouma, Dirk J	14
Gallinger, S	14
Fukutomi, Akira	14
Frankel, Wendy L	14
Falconi, M	14
Crippa, Stefano	14
Crawford, Howard C	14
Cotterchio, Michelle	14
Chelala, Claude	14
Chabot, John A	14
Carter, D C	14
Bosetti, Cristina	14
Boggi, Ugo	14
Boggi, U	14
Bekaii-Saab, Tanios	14
Baker, Cheryl H	14
Angst, Eliane	14
Adsay, N Volkan	14
Abdelrahim, Maen	14
van Eijck, C H J	13
Zhang, Tai-ping	13
Zhang, Qing	13
Zhang, Lei	13
Zhang, Hao	13
Zervos, Emmanuel E	13
Yu, Xian-Jun	13
Yokoyama, M	13
Yang, Feng	13
Yagyu, Kiyoko	13
Woo, Sang Myung	13
Wolk, Alicja	13
Wolff, R A	13
Wild, Aaron T	13
Wigmore, S J	13
Wang, Jing	13
Tyler, Douglas S	13
Tsuruta, Koji	13
Trichopoulos, D	13
Tomita, Yasuhiko	13
Tien, Yu-Wen	13
Tan, Xiaodong	13
Takai, Soichiro	13
Tajiri, H	13
Suzuki, Yasuyuki	13
Sutherland, Robert L	13
Susini, C	13
Sumii, Toshihiko	13
Stoeltzing, Oliver	13
Stampfer, Meir J	13
Sinha, Rashmi	13
Singh, Pankaj K	13
